,지점명,년,5월평균기온,5월합강수량(mm),5월합계일조시간,6월평균기온,6월합강수량(mm),6월합계일조시간,7월평균기온,7월합강수량(mm),7월합계일조시간,8월평균기온,8월합강수량(mm),8월합계일조시간,단위면적당 생산량
1022,인제,1998,14.9,79.5,190.0,18.7,134.0,143.8,22.5,297.5,84.4,23.3,566.0,107.5,455.0
1023,인제,1999,15.6,75.1,185.3,20.9,81.4,200.5,23.2,244.6,116.4,23.0,595.1,135.2,482.0
1024,인제,2000,15.8,113.0,176.5,21.3,89.0,206.5,24.8,204.0,168.7,23.7,392.0,,520.0
1025,인제,2001,17.5,16.0,294.7,21.3,217.5,225.8,24.4,380.0,227.3,23.9,48.5,280.7,504.0
1026,인제,2002,16.0,56.5,244.1,19.9,97.0,234.0,23.3,192.5,174.2,22.3,507.5,136.4,451.0
1027,인제,2003,16.3,114.5,256.9,19.6,103.5,193.6,21.7,267.0,190.1,22.1,610.5,164.5,444.0
1028,인제,2004,16.0,116.5,191.7,20.8,120.5,207.7,23.6,436.0,126.7,22.9,205.0,178.9,472.0
1029,인제,2005,15.4,73.5,232.2,21.8,193.0,215.6,23.9,215.5,179.6,23.6,236.0,154.2,497.0
1030,인제,2006,16.5,115.0,210.3,20.3,255.5,204.3,21.7,886.0,99.7,25.0,114.0,212.8,423.24121
1031,인제,2007,16.0,135.0,172.8,20.6,53.0,181.7,22.4,162.5,107.6,24.2,375.5,96.2,391.29152
1032,인제,2008,15.8,95.8,179.4,18.6,88.2,145.9,24.3,460.2,87.2,22.9,243.0,178.4,450.09052
1033,인제,2009,16.9,92.7,206.7,20.1,190.5,162.9,22.4,492.5,128.5,22.8,334.4,144.8,444.85697
1034,인제,2010,15.2,92.3,157.6,20.8,27.9,191.8,23.7,168.1,95.6,24.4,408.1,90.1,414.3535
1035,인제,2011,15.4,126.9,161.6,19.9,406.5,184.1,22.6,793.0,82.7,23.5,99.7,105.7,441.77669
1036,인제,2012,16.7,21.1,222.3,21.2,71.7,213.4,24.0,230.3,143.6,24.7,261.8,155.3,429.78939
1037,인제,2013,17.0,74.0,212.1,22.0,96.7,229.7,24.8,633.8,122.3,25.6,141.9,207.1,447.92046
1038,인제,2014,17.6,49.0,270.8,20.9,63.3,166.6,24.3,106.9,205.7,22.4,177.1,141.3,475.67239
1039,인제,2015,17.8,23.7,271.2,20.7,43.9,235.0,22.8,236.2,171.3,23.4,118.8,203.9,498.0556
1040,인제,2016,17.1,88.3,247.8,21.1,51.8,234.4,23.3,546.5,144.7,24.4,96.0,209.8,505.12884
1041,인제,2017,17.4,33.1,250.0,20.1,105.5,244.3,24.4,524.0,130.5,22.8,299.6,134.0,499.44721
1042,인제,2018,15.6,180.0,214.8,20.9,71.3,223.1,24.0,278.5,215.7,24.9,266.5,204.4,525.03359
1043,인제,2019,17.5,12.5,275.8,20.2,97.0,208.8,23.7,138.4,135.0,24.2,147.1,195.6,505.14981
1044,인제,2020,16.6,140.8,162.6,22.6,58.5,198.4,22.1,123.8,128.0,24.9,668.8,77.0,381.109
1045,인제,2021,15.0,172.0,161.3,20.7,62.1,167.5,25.7,118.9,212.1,23.3,154.1,100.9,525.5556
1046,인제,2022,16.5,9.0,246.7,21.0,356.3,131.7,24.9,151.2,145.8,23.9,460.1,71.5,462.4553
1047,인제,2023,17.0,104.8,220.5,21.7,229.0,182.3,25.4,245.1,151.6,25.1,219.8,157.4,502.5303
1048,홍천,1996,16.8,23.5,219.3,21.3,251.0,116.5,23.3,385.0,152.2,24.3,130.5,166.2,441.0
1049,홍천,1997,15.6,289.5,153.5,21.5,141.5,207.6,24.6,319.5,207.0,25.2,119.5,219.4,426.0
1050,홍천,1998,17.3,76.5,210.7,20.4,194.0,170.2,23.7,359.0,136.3,23.9,680.5,123.0,438.0
1051,홍천,1999,14.4,113.5,210.8,21.1,101.5,220.9,24.2,250.0,153.8,24.0,381.5,164.9,453.0
1052,홍천,2000,15.9,95.0,159.2,21.3,158.0,190.2,25.4,183.5,165.5,24.5,389.5,,472.0
1053,홍천,2001,17.6,18.5,338.2,21.4,197.5,245.9,24.7,601.0,264.9,24.4,98.0,325.7,461.0
1054,홍천,2002,16.2,78.0,225.0,20.0,62.0,234.8,23.5,276.5,151.1,22.4,578.0,83.2,480.0
1055,홍천,2003,17.4,153.0,238.1,20.6,148.0,166.6,22.6,426.0,141.3,22.9,464.5,116.2,392.0
1056,홍천,2004,16.4,180.0,185.1,21.6,161.0,190.5,24.2,583.0,93.5,24.2,165.5,168.5,450.0
1057,홍천,2005,16.3,67.0,242.7,22.3,240.0,176.3,24.7,357.0,141.3,24.0,486.5,123.7,478.0
1058,홍천,2006,17.4,176.5,204.4,21.2,213.0,184.8,22.8,1244.5,76.4,26.0,153.0,188.3,455.42319
1059,홍천,2007,17.1,116.0,191.6,22.1,47.5,188.8,23.8,227.4,118.3,25.5,383.5,98.6,458.14662
1060,홍천,2008,16.7,96.0,206.5,20.4,125.9,177.6,25.3,466.3,94.3,24.2,188.7,194.1,484.93221
1061,홍천,2009,17.7,95.8,221.1,21.4,105.6,188.2,23.7,805.9,140.7,24.1,273.7,160.2,528.87451
1062,홍천,2010,17.0,87.2,187.1,22.6,59.6,213.8,25.6,150.2,104.0,26.1,349.9,89.2,424.83772
1063,홍천,2011,17.2,74.5,182.2,22.0,346.1,182.5,24.7,694.5,85.3,25.3,189.1,109.9,425.04047
1064,홍천,2012,18.0,43.1,253.9,22.9,62.6,223.6,25.2,279.4,168.2,26.2,397.9,183.7,478.71163
1065,홍천,2013,17.5,94.6,225.7,23.3,85.0,230.8,25.4,637.6,126.8,26.3,105.5,215.7,455.60902
1066,홍천,2014,18.4,45.5,296.4,22.6,58.2,184.8,25.5,182.8,213.7,23.7,164.1,142.5,522.6425
1067,홍천,2015,18.7,31.0,290.8,22.8,51.7,259.3,24.8,198.6,176.1,25.4,114.6,219.8,522.73183
1068,홍천,2016,18.7,98.6,279.2,23.1,54.5,248.6,25.3,429.4,162.4,26.6,38.5,226.9,514.49684
1069,홍천,2017,18.5,22.8,286.3,22.3,41.3,273.8,26.1,578.4,132.0,24.4,326.1,169.2,501.46478
1070,홍천,2018,17.1,268.6,242.7,22.6,101.4,255.7,26.6,204.5,252.5,27.2,300.6,234.4,538.16401
1071,홍천,2019,18.7,15.0,295.3,21.9,65.6,234.0,25.3,198.6,138.1,26.1,215.1,229.9,510.05659
1072,홍천,2020,17.2,105.0,185.1,23.2,90.1,213.1,22.8,213.9,130.0,25.5,744.8,88.4,468.72467
1073,홍천,2021,15.6,175.0,184.4,21.4,67.2,181.5,26.3,105.6,220.7,24.0,152.9,131.8,530.349
1074,홍천,2022,17.1,10.9,264.0,21.9,301.0,146.3,25.5,226.8,149.8,24.3,595.4,104.7,530.8217
1075,홍천,2023,17.7,135.0,235.5,22.3,164.9,211.5,25.5,452.0,150.7,25.7,144.6,172.0,525.7047
1076,정선군,2011,15.9,96.5,170.6,20.2,464.6,174.7,23.0,690.7,90.0,23.7,99.0,103.3,482.15517
1077,정선군,2012,16.2,13.9,214.0,20.5,46.3,150.8,23.8,294.8,141.8,24.3,297.5,116.6,489.22281
1078,정선군,2013,16.7,100.0,224.0,21.5,88.2,188.7,24.3,522.5,118.0,25.2,82.3,193.2,460.19116
1079,정선군,2014,17.0,44.9,265.1,20.5,34.5,197.6,23.8,206.9,,21.8,236.5,61.5,520.99404
1080,정선군,2015,17.8,29.4,269.4,20.9,72.2,216.2,23.3,145.1,154.5,23.6,123.7,182.8,537.05537
1081,정선군,2016,17.4,61.6,259.8,21.6,52.7,218.4,23.8,457.8,141.1,24.5,121.0,199.2,565.0012
1082,정선군,2017,17.8,30.5,253.0,20.2,72.9,223.2,24.6,385.8,124.9,23.0,248.0,123.0,493.53224
1083,정선군,2018,16.1,165.6,179.2,20.9,98.2,192.3,24.9,269.2,178.2,25.3,261.8,132.6,505.64663
1084,정선군,2019,17.2,18.5,223.1,19.9,88.2,158.5,23.1,128.5,75.8,24.3,90.2,127.1,504.24604
1085,정선군,2020,16.5,107.5,193.8,22.3,56.4,205.5,21.8,225.7,125.3,24.5,466.6,108.3,456.23426
1086,정선군,2021,14.9,161.9,148.0,20.6,89.0,147.2,25.2,157.1,185.8,23.1,196.2,87.7,486.9875
1087,정선군,2022,16.7,10.2,239.7,21.5,278.9,144.1,25.1,233.2,147.8,23.6,463.3,90.5,466.9925
1088,정선군,2023,16.3,128.3,195.1,21.2,181.6,177.2,24.9,378.2,107.1,25.4,255.2,160.9,477.0739
1089,제천,1996,15.7,33.5,231.2,20.4,174.0,126.3,22.6,264.0,188.5,23.5,121.5,176.9,455.0
1090,제천,1997,15.1,203.0,147.1,20.2,151.0,217.5,22.1,423.5,156.1,23.5,197.3,182.2,471.0
1091,제천,1998,16.6,101.0,186.9,19.8,195.8,161.8,23.5,289.5,115.0,23.9,546.1,109.3,443.0
1092,제천,1999,15.1,104.0,243.3,20.9,136.5,233.0,23.3,214.0,160.5,23.3,323.0,166.3,482.0
1093,제천,2000,15.9,96.0,200.2,21.3,196.5,204.5,24.3,197.2,173.9,23.9,259.0,,489.0
1094,제천,2001,17.1,9.0,352.8,21.2,269.5,295.9,24.3,227.5,323.6,24.0,93.5,347.8,504.0
1095,제천,2002,16.2,92.0,288.3,20.2,89.0,306.7,23.9,214.5,254.7,22.7,652.0,170.9,482.0
1096,제천,2003,16.8,149.5,292.1,20.1,196.5,236.7,22.0,495.0,224.6,22.5,346.0,183.9,386.0
1097,제천,2004,15.9,142.0,239.6,20.8,395.5,258.8,23.6,455.5,173.3,23.4,259.0,240.0,479.0
1098,제천,2005,15.8,78.5,306.2,21.5,171.5,263.3,23.9,424.5,224.2,23.5,259.0,203.0,483.0
1099,제천,2006,17.0,105.5,267.3,20.9,145.0,252.9,22.1,1111.0,87.1,25.4,56.5,220.5,449.79693
1100,제천,2007,16.0,151.5,201.2,20.7,124.0,184.7,22.2,442.5,107.5,24.0,696.5,95.8,443.50396
1101,제천,2008,15.7,54.0,220.4,19.6,86.5,165.3,24.5,274.6,105.7,22.9,222.0,185.9,494.57329
1102,제천,2009,16.5,121.7,237.0,20.3,162.1,211.2,22.4,474.5,112.8,22.9,213.0,167.8,515.4268
1103,제천,2010,15.7,118.1,205.5,21.4,87.6,215.1,24.1,180.1,105.1,25.3,345.7,101.1,477.7945
1104,제천,2011,16.1,121.8,184.2,20.7,459.0,187.2,23.8,665.2,95.3,24.0,398.5,105.1,495.47154
1105,제천,2012,16.6,40.9,233.7,21.5,108.1,175.9,24.0,344.8,139.5,24.8,319.9,141.9,461.40973
1106,제천,2013,16.5,118.5,222.3,22.2,144.6,184.4,24.5,442.4,80.9,25.0,274.3,151.2,500.85211
1107,제천,2014,16.9,41.4,275.1,21.0,62.1,136.1,24.0,111.4,147.0,22.4,246.2,103.8,530.38647
1108,제천,2015,17.2,31.5,272.8,21.4,75.4,222.8,23.4,225.1,143.8,23.8,63.8,188.4,535.60204
1109,제천,2016,17.3,82.4,271.7,21.9,42.1,203.0,24.1,419.7,132.5,25.3,113.8,209.9,537.42377
1110,제천,2017,17.4,12.5,267.9,20.8,69.6,248.5,24.9,464.8,103.3,23.6,265.1,142.1,496.95203
1111,제천,2018,16.4,172.5,204.6,21.4,138.5,216.7,25.8,161.5,240.9,25.9,350.3,174.3,536.11379
1112,제천,2019,17.4,26.1,284.2,20.7,90.0,208.2,23.8,158.6,129.3,24.8,99.1,183.6,539.88999
1113,제천,2020,16.7,130.1,193.2,22.3,78.6,204.0,22.2,317.5,118.7,24.8,685.8,93.6,473.07315
1114,제천,2021,14.9,157.8,185.1,21.0,81.6,188.4,25.1,223.1,210.4,23.1,174.9,118.1,559.9498
1115,제천,2022,16.4,7.5,290.5,21.3,273.9,154.0,24.9,310.9,161.6,23.4,485.3,103.0,523.4495
1116,제천,2023,16.9,167.1,244.0,21.6,231.3,219.1,24.5,605.3,148.2,25.0,240.9,179.8,544.4899
1117,보은,1996,15.9,62.5,252.3,20.6,385.5,121.1,23.1,264.0,223.4,24.2,97.5,198.6,511.0
1118,보은,1997,15.8,238.0,186.7,20.9,226.0,244.8,23.5,378.8,166.5,23.6,402.5,187.2,520.0
1119,보은,1998,16.5,103.5,206.0,19.3,256.0,138.2,23.2,311.5,149.1,23.5,894.0,106.8,472.0
1120,보은,1999,16.4,108.0,266.6,21.3,206.0,228.2,23.5,136.5,165.9,24.0,249.1,163.6,506.0
1121,보은,2000,16.6,44.5,214.7,21.4,244.6,187.7,24.7,384.2,185.6,24.6,348.5,,507.0
1122,보은,2001,17.6,18.0,337.5,21.2,259.5,289.8,24.7,139.5,312.3,24.1,127.0,328.2,538.0
1123,보은,2002,15.9,126.0,252.5,19.9,49.0,272.5,23.4,156.5,215.1,23.1,418.0,133.0,486.0
1124,보은,2003,16.6,159.0,272.6,19.1,192.0,208.4,21.9,689.0,174.1,23.0,310.0,155.9,453.0
1125,보은,2004,16.6,117.0,224.7,21.4,327.0,238.4,24.3,295.5,189.7,23.9,203.5,233.2,518.0
1126,보은,2005,16.2,62.0,286.8,21.8,215.0,253.1,24.1,400.0,208.2,23.9,493.5,194.0,490.0
1127,보은,2006,17.0,107.0,256.6,21.0,113.0,240.3,22.4,511.5,116.9,25.4,143.0,240.1,502.09174
1128,보은,2007,16.7,105.0,218.5,21.2,142.0,164.1,23.1,282.5,103.0,25.2,366.0,127.7,473.9149
1129,보은,2008,16.7,83.5,235.4,20.0,152.1,150.4,25.4,212.5,116.1,23.6,311.1,207.0,518.19735
1130,보은,2009,17.3,147.5,245.1,21.6,137.0,219.1,23.2,404.0,119.0,23.5,124.0,162.4,533.48933
1131,보은,2010,16.4,108.0,222.3,22.0,20.6,213.8,24.8,199.6,124.4,26.2,357.7,119.5,489.45853
1132,보은,2011,16.8,153.8,187.5,21.6,412.0,193.5,24.4,535.1,91.3,24.0,296.7,110.4,516.63962
1133,보은,2012,17.7,44.6,242.3,21.7,79.4,187.7,24.8,294.6,142.0,25.4,488.9,153.3,522.97138
1134,보은,2013,17.1,107.8,235.1,22.4,160.9,195.2,25.3,245.2,98.5,25.8,114.0,195.2,537.06395
1135,보은,2014,17.6,53.0,282.6,21.6,103.4,158.8,24.3,164.7,137.2,22.7,288.7,105.2,539.21317
1136,보은,2015,17.5,31.8,275.7,21.7,73.4,200.3,23.8,156.7,142.8,24.2,85.2,180.2,544.32168
1137,보은,2016,18.1,88.5,262.9,22.3,48.8,187.5,24.8,494.9,145.2,26.0,53.0,238.6,541.8643
1138,보은,2017,17.6,28.0,268.2,21.7,87.6,241.3,25.5,572.0,111.2,24.5,315.8,169.8,528.05437
1139,보은,2018,17.6,103.9,200.1,21.9,75.3,206.1,26.3,224.9,232.2,26.9,386.0,196.2,535.04006
1140,보은,2019,17.7,42.8,284.3,21.0,73.9,203.2,24.5,226.1,140.1,25.5,132.7,193.1,521.021
1141,보은,2020,17.3,89.1,214.0,22.5,171.2,189.2,22.3,500.8,87.0,25.4,587.8,120.7,506.52022
1142,보은,2021,15.7,154.5,186.9,21.3,76.8,194.8,25.4,163.9,220.8,23.8,275.8,122.3,525.6505
1143,보은,2022,17.2,5.6,299.7,22.2,98.3,173.2,25.2,160.5,155.2,24.3,391.9,112.8,524.5995
1144,보은,2023,17.4,146.4,214.8,22.1,169.3,219.7,24.8,796.9,140.4,25.8,242.9,195.0,521.9203
1145,천안,1996,17.1,19.0,254.3,21.9,237.0,100.5,25.0,177.5,197.3,25.6,116.5,181.9,523.0
1146,천안,1997,17.4,211.0,193.2,22.6,191.5,221.7,25.8,305.0,163.5,26.3,175.5,227.4,546.0
1147,천안,1998,17.9,85.0,207.6,20.3,219.5,145.9,24.0,277.0,139.5,24.1,408.1,121.5,527.0
1148,천안,1999,16.2,121.5,212.6,21.0,163.7,225.5,23.7,138.5,157.7,24.1,313.5,139.1,535.0
1149,천안,2000,15.0,36.0,215.2,19.9,181.0,187.9,25.3,83.0,195.7,25.3,636.0,153.5,537.0
1150,천안,2001,18.6,15.0,390.0,22.1,227.5,356.0,25.7,178.0,407.6,25.1,194.5,385.5,538.0
1151,천안,2002,17.3,104.0,299.7,21.4,54.0,325.4,25.0,229.5,273.2,24.0,481.5,210.2,501.0
1152,천안,2003,18.1,106.0,228.8,21.0,178.6,130.3,22.7,381.2,95.1,22.8,334.6,91.8,450.0
1153,천안,2004,17.1,127.6,193.6,21.7,235.0,160.8,24.7,365.2,113.2,25.2,229.3,170.2,498.0
1154,천안,2005,17.0,48.0,248.6,22.5,183.0,150.2,25.2,313.8,110.9,24.8,202.0,130.5,491.0
1155,천안,2006,17.8,79.0,200.7,20.7,120.0,181.9,22.3,535.1,54.0,25.0,63.5,216.3,501.92959
1156,천안,2007,17.5,126.2,226.6,22.1,106.7,173.4,23.9,215.6,104.8,25.8,470.6,130.6,479.5515
1157,천안,2008,17.6,62.6,228.3,21.1,126.7,154.3,25.8,287.2,100.7,24.6,138.8,204.6,523.08798
1158,천안,2009,18.4,112.6,242.6,22.3,55.6,226.3,24.0,335.8,130.9,24.8,212.3,185.7,540.70159
1159,천안,2010,17.6,84.0,208.4,23.1,37.0,205.6,26.0,171.0,132.5,26.9,486.1,121.0,501.38225
1160,천안,2011,18.1,103.3,190.3,22.4,374.6,191.7,25.6,645.1,94.4,25.5,268.2,101.4,508.95995
1161,천안,2012,19.2,16.8,241.8,23.3,75.1,210.8,25.8,252.5,146.4,26.7,483.7,153.7,508.56067
1162,천안,2013,18.0,123.5,253.1,23.5,102.1,226.6,26.6,308.2,136.9,27.1,173.6,257.2,522.50435
1163,천안,2014,18.8,34.6,300.6,22.8,73.9,209.0,25.4,239.0,182.9,24.0,218.7,153.1,517.58897
1164,천안,2015,18.4,27.5,276.7,22.6,86.0,202.6,24.9,136.8,137.7,25.3,64.2,190.6,541.69704
1165,천안,2016,18.2,107.2,258.4,22.3,36.2,210.8,25.0,364.3,162.4,26.0,82.0,233.1,536.37637
1166,천안,2017,17.7,14.3,275.6,21.5,15.6,251.9,25.5,788.1,119.6,24.4,291.5,176.8,523.81185
1167,천안,2018,17.5,82.7,207.3,21.9,88.9,219.3,26.3,185.8,252.7,27.2,282.7,215.8,515.46919
1168,천안,2019,17.2,15.1,278.3,20.4,84.9,212.2,24.3,234.7,167.0,24.9,90.7,224.0,507.98732
1169,천안,2020,17.4,86.4,207.4,22.6,121.9,196.3,22.8,356.4,101.1,26.0,481.7,119.8,481.00501
1170,천안,2021,15.9,135.9,190.7,21.8,44.8,187.5,26.2,117.6,215.9,24.3,230.0,130.9,520.1928
1171,천안,2022,17.4,9.8,310.3,22.5,168.0,162.0,25.8,117.0,163.8,24.7,366.6,113.2,504.1735
1172,천안,2023,18.0,116.9,230.3,22.6,178.9,218.0,25.4,574.9,149.9,26.2,196.5,190.2,515.9265
1173,보령,1996,15.4,22.5,259.0,20.5,235.0,108.1,24.1,192.5,197.6,25.8,44.5,229.9,533.0
1174,보령,1997,16.5,203.0,206.9,21.7,272.0,262.8,25.0,353.5,213.5,26.1,211.5,276.8,551.0
1175,보령,1998,17.0,100.0,209.4,20.4,209.5,153.6,24.6,263.0,159.3,25.2,341.7,157.0,529.0
1176,보령,1999,15.5,124.5,271.0,21.1,192.5,254.2,24.4,98.0,195.0,25.1,180.0,194.5,550.0
1177,보령,2000,15.2,53.5,225.5,20.9,159.5,214.8,25.9,155.0,193.3,26.8,701.5,,542.0
1178,보령,2001,17.8,17.0,333.9,21.2,129.0,299.5,26.4,286.5,321.2,26.8,170.0,348.7,554.0
1179,보령,2002,16.0,155.5,209.8,20.6,72.0,259.7,24.3,217.5,215.5,24.2,477.0,152.5,522.0
1180,보령,2003,17.4,78.5,245.1,20.3,153.0,184.2,23.6,309.5,146.6,24.0,310.0,140.6,500.0
1181,보령,2004,15.8,105.5,215.0,21.3,234.5,213.4,24.5,263.5,149.4,25.7,164.0,235.9,554.0
1182,보령,2005,16.1,48.5,257.0,21.5,156.0,193.9,24.8,260.5,150.1,25.5,291.5,151.5,549.0
1183,보령,2006,16.7,94.5,165.3,20.8,114.5,149.2,23.8,321.0,61.3,26.6,21.5,291.9,524.18488
1184,보령,2007,16.7,79.0,217.7,21.8,85.0,149.0,24.0,214.0,107.2,26.6,239.5,134.6,487.29081
1185,보령,2008,16.6,78.9,221.0,21.0,101.3,141.2,25.4,257.2,114.6,25.1,119.5,217.5,532.92201
1186,보령,2009,16.9,154.5,238.0,21.1,115.1,199.0,23.7,320.9,144.2,25.1,176.6,188.8,554.42667
1187,보령,2010,16.3,122.8,199.8,21.6,60.8,187.3,25.5,396.5,151.0,27.3,402.7,151.7,501.56996
1188,보령,2011,16.7,115.3,189.3,20.5,318.0,171.1,25.0,723.1,83.8,25.3,289.4,90.4,512.67603
1189,보령,2012,17.1,14.6,252.2,22.0,76.8,236.9,25.0,231.1,189.2,26.8,450.2,172.6,502.29582
1190,보령,2013,16.0,116.6,234.1,21.8,159.9,216.2,25.6,267.5,123.7,27.0,214.6,255.2,522.92069
1191,보령,2014,16.6,47.1,274.1,21.7,125.8,229.0,24.5,104.0,158.2,23.8,168.5,134.5,541.66347
1192,보령,2015,16.5,38.8,271.6,21.3,83.9,208.9,24.1,94.7,149.1,25.3,30.2,203.3,547.28211
1193,보령,2016,17.8,146.5,261.9,21.7,23.7,204.3,25.6,200.2,176.2,26.7,5.1,245.7,542.60073
1194,보령,2017,17.2,58.9,271.1,20.9,21.1,243.9,26.0,278.1,106.9,25.6,210.0,184.6,516.51125
1195,보령,2018,17.2,104.5,190.9,21.4,71.0,194.5,26.7,262.7,223.6,27.6,239.6,178.8,530.40898
1196,보령,2019,16.8,31.3,249.5,20.4,56.0,141.6,24.6,149.0,105.6,26.4,131.3,118.9,536.32674
1197,보령,2020,16.9,92.4,166.5,21.6,139.7,131.9,22.9,345.9,84.1,26.6,321.5,76.3,523.94926
1198,보령,2021,16.2,110.0,185.3,21.7,55.0,205.8,26.5,131.3,214.8,25.5,253.7,153.5,555.6957
1199,보령,2022,17.0,5.7,295.2,22.4,225.0,159.8,26.2,119.9,187.4,25.4,637.1,82.1,502.348
1200,보령,2023,17.9,190.8,211.1,21.8,95.1,220.3,25.7,772.2,146.6,26.8,107.8,224.2,543.1796
1201,부여,1996,17.0,33.0,232.3,21.6,289.0,114.9,24.9,235.0,203.3,25.9,67.0,188.3,522.0
1202,부여,1997,16.9,229.5,183.4,22.6,236.5,211.1,25.7,404.5,164.7,26.2,263.0,214.1,538.0
1203,부여,1998,18.2,130.5,198.1,21.0,324.0,141.2,25.0,323.0,151.0,25.3,451.3,113.2,525.0
1204,부여,1999,17.2,127.5,233.3,22.9,203.0,220.3,25.3,149.0,171.7,25.8,119.5,168.2,509.0
1205,부여,2000,17.1,40.0,204.2,22.7,248.5,176.5,26.5,248.5,163.5,26.4,543.0,,530.0
1206,부여,2001,19.0,23.5,337.8,22.9,132.0,282.4,26.8,216.0,309.1,26.2,98.0,329.4,535.0
1207,부여,2002,16.9,159.0,223.6,21.6,70.5,275.9,25.1,208.0,230.0,24.2,358.5,159.6,508.0
1208,부여,2003,18.2,144.5,261.2,20.9,228.0,203.5,23.0,626.5,165.8,23.7,202.0,152.9,468.0
1209,부여,2004,17.5,109.0,233.7,22.6,388.0,241.5,25.5,296.0,193.3,25.9,249.0,260.2,513.0
1210,부여,2005,17.2,65.5,289.7,22.4,186.0,245.6,25.0,448.5,204.1,24.9,381.5,208.2,513.0
1211,부여,2006,18.2,81.5,251.9,22.4,111.0,246.1,24.0,503.0,145.3,27.2,83.5,279.2,536.72752
1212,부여,2007,17.9,104.0,228.7,22.7,101.0,155.5,24.6,286.0,104.0,26.5,319.5,125.7,479.80236
1213,부여,2008,17.6,51.6,223.3,21.6,260.0,130.4,26.3,194.3,104.2,25.1,154.0,204.4,526.48183
1214,부여,2009,18.1,135.5,240.0,22.1,113.2,198.4,24.0,408.0,111.6,25.1,140.2,169.9,541.85269
1215,부여,2010,17.3,140.7,201.2,23.0,36.1,190.8,25.9,262.1,131.4,27.2,431.1,122.2,510.33806
1216,부여,2011,18.0,111.2,181.8,22.4,316.0,175.1,25.8,599.6,90.2,25.6,618.1,86.9,513.05399
1217,부여,2012,18.5,19.5,230.2,22.9,71.3,199.2,25.2,302.9,148.5,26.5,573.3,153.8,509.31028
1218,부여,2013,17.3,159.0,223.7,23.1,151.7,170.9,26.1,240.4,100.8,26.8,119.5,201.3,517.98424
1219,부여,2014,17.8,61.5,276.6,22.4,77.8,174.8,25.1,174.7,130.7,23.8,225.1,98.3,539.37594
1220,부여,2015,17.8,53.5,256.8,21.9,92.7,178.4,24.5,119.9,136.6,25.4,56.9,189.5,559.50823
1221,부여,2016,18.6,121.6,254.6,22.6,49.4,168.0,26.0,341.1,158.1,27.1,33.4,219.1,554.85717
1222,부여,2017,18.1,35.8,267.9,21.9,51.4,238.1,26.5,326.7,99.6,25.5,358.5,167.7,517.86449
1223,부여,2018,18.2,116.1,201.8,22.5,107.1,206.8,27.4,278.8,249.3,27.9,277.0,205.5,528.4509
1224,부여,2019,17.9,44.3,286.8,21.5,59.9,185.6,25.1,216.7,141.1,26.3,102.1,198.6,541.27751
1225,부여,2020,17.8,108.5,194.4,22.9,188.4,177.4,23.3,492.6,74.9,26.8,367.8,124.7,518.46172
1226,부여,2021,16.6,136.9,178.4,22.3,76.9,191.2,26.6,187.7,199.3,25.2,227.6,143.2,566.6791
1227,부여,2022,17.7,4.0,308.6,23.1,123.4,163.5,26.4,168.5,170.2,25.4,615.6,126.4,555.8794
1228,부여,2023,18.4,248.1,206.7,23.0,122.2,217.7,25.8,880.3,138.2,26.9,300.6,200.1,514.7003
1229,금산,1996,16.5,37.5,256.0,21.0,546.0,117.9,24.2,174.0,223.9,24.9,130.0,191.9,496.0
1230,금산,1997,16.5,170.5,210.2,21.0,238.5,233.7,23.9,444.5,172.6,24.0,246.5,208.0,531.0
1231,금산,1998,16.5,98.5,201.7,19.6,278.5,124.4,23.8,184.0,140.6,23.9,520.0,102.6,449.0
1232,금산,1999,16.2,117.5,254.2,21.2,198.0,199.6,23.9,114.5,155.8,24.4,167.5,126.6,549.0
1233,금산,2000,16.4,29.0,207.6,21.8,244.5,159.1,25.3,344.0,187.6,24.8,372.0,,524.0
1234,금산,2001,18.1,22.5,337.9,22.0,212.5,279.5,25.4,203.0,309.9,24.4,43.0,321.1,549.0
1235,금산,2002,16.5,127.5,281.6,21.0,57.0,334.3,24.6,139.5,277.2,23.7,551.0,165.0,439.0
1236,금산,2003,17.5,164.0,277.0,20.6,138.0,239.7,22.3,575.0,197.1,23.3,280.5,211.2,413.0
1237,금산,2004,17.2,90.5,262.7,21.7,323.5,256.9,25.4,406.0,184.0,24.4,330.5,183.6,490.0
1238,금산,2005,16.6,65.5,259.8,22.2,191.0,217.0,25.0,411.5,181.7,24.6,387.0,155.9,485.0
1239,금산,2006,17.4,93.5,216.9,21.8,73.0,215.3,23.2,681.5,92.9,25.9,118.0,202.8,504.84067
1240,금산,2007,17.4,104.0,217.3,22.0,180.0,141.4,24.1,252.0,88.7,26.0,343.5,135.1,490.42418
1241,금산,2008,16.7,84.5,225.5,20.6,190.5,140.4,26.5,202.0,125.5,24.4,210.0,191.9,535.08355
1242,금산,2009,17.3,120.3,243.9,21.8,116.3,213.3,23.3,515.5,102.3,24.0,97.0,169.4,558.41365
1243,금산,2010,16.8,114.5,219.5,22.5,62.5,204.5,25.2,278.5,118.2,26.5,495.6,108.1,483.84007
1244,금산,2011,17.3,130.6,173.6,22.4,237.8,188.2,25.0,571.2,105.3,24.7,403.0,86.9,506.34052
1245,금산,2012,18.3,21.7,242.1,22.1,115.7,170.1,25.4,239.2,153.2,25.9,497.5,145.1,502.04157
